SSL,BLDG_NUM,SECT_NUM,STRUCT_CL,STRUCT_CL_D,GRADE,GRADE_D,EXTWALL,EXTWALL_D,WALL_HGT,NUM_UNITS,SALEDATE,PRICE,QUALIFIED,AYB,YR_RMDL,EYB,SALE_NUM,LIVING_GBA,USECODE,LANDAREA,GIS_LAST_MOD_DTTM,OBJECTID
0165    0028,1,1,A,Struct Steel,50,Very Good,0,Typical,10,,1900/01/01 00:00:00+00,0,U,1991,,1998,3,221171,52,14480,2023/10/10 05:16:33+00,21258376
0165    0029,1,1,B,Reinf Concr,50,Very Good,C,Concrete,11,161,2016/07/19 00:00:00+00,52400000,U,1926,1996,1985,3,59746,32,5475,2023/10/10 05:16:33+00,21258377
0165    0813,1,1,B,Reinf Concr,40,Good,SV,Stone Veneer,10,,2000/12/01 00:00:00+00,12550000,Q,1961,,1965,1,76697,52,6786,2023/10/10 05:16:33+00,21258378
0165    0814,1,1,B,Reinf Concr,40,Good,BR,Brick,8,,2004/10/01 00:00:00+00,14104000,U,1977,,1981,1,93196,52,9817,2023/10/10 05:16:33+00,21258379
0166    0032,1,1,B,Reinf Concr,50,Very Good,C,Concrete,10,,2020/11/02 00:00:00+00,0,U,1962,1988,1997,2,263216,52,20755,2023/10/10 05:16:33+00,21258380
0166    0033,1,1,B,Reinf Concr,40,Good,C,Concrete,9,,1900/01/01 00:00:00+00,0,U,1969,,1987,1,219854,52,15458,2023/10/10 05:16:33+00,21258381
0166    0038,1,1,B,Reinf Concr,60,Excellent,BV,Brick Veneer,9,,2001/01/01 00:00:00+00,0,U,1975,2008,2005,1,309460,52,14178,2023/10/10 05:16:33+00,21258382
0166    0041,1,1,B,Reinf Concr,50,Very Good,BR,Brick,9,,1994/12/23 00:00:00+00,17098040,Q,1960,1996,1981,1,255671,52,19446,2023/10/10 05:16:33+00,21258383
0166    0042,1,1,B,Reinf Concr,60,Excellent,0,Typical,10,,2010/10/28 00:00:00+00,65000000,Q,2002,,2002,1,166522,52,14614,2023/10/10 05:16:33+00,21258384
0166    0861,1,1,C,Brick/Concr,50,Very Good,BR,Brick,13,,2005/10/14 00:00:00+00,0,U,1908,1988,1973,1,56924,34,10572,2023/10/10 05:16:33+00,21258385
0166    0862,1,1,B,Reinf Concr,45,Good +,C,Concrete,11,,2005/10/14 00:00:00+00,0,U,1989,,1997,1,187368,52,14649,2023/10/10 05:16:33+00,21258386
0166    7001,1,1,B,Reinf Concr,55,Very Good +,C,Concrete,12,,2005/10/14 00:00:00+00,0,U,1989,,1989,1,14989,34,0,2023/10/10 05:16:33+00,21258387
0166    7004,1,1,,,,,,,,,2005/05/18 00:00:00+00,2185150,U,2006,,2006,1,0,34,0,2023/10/10 05:16:33+00,21258388
0166    7007,1,1,,,,,,,,,2005/05/18 00:00:00+00,2185150,U,2006,,2006,1,1,22,0,2023/10/10 05:16:33+00,21258389
0166    7008,1,1,HR,High Rise,40,Good,CB,Concrete Block,9,141,2005/05/18 00:00:00+00,57500000,U,2006,,2006,1,229000,22,0,2023/10/10 05:16:33+00,21258390
0167    0003,1,1,C,Brick/Concr,60,Excellent,BR,Brick,11,,1900/01/01 00:00:00+00,0,U,1826,1988,2002,1,11022,89,5825,2023/10/10 05:16:33+00,21258391
0167    0004,1,1,C,Brick/Concr,60,Excellent,0,Typical,11,,1900/01/01 00:00:00+00,0,U,1826,1988,1992,1,11484,89,5825,2023/10/10 05:16:33+00,21258392
0167    0009,1,1,B,Reinf Concr,40,Good,BR,Brick,14,,1900/01/01 00:00:00+00,0,U,1964,,1994,1,403495,52,7189,2023/10/10 05:16:33+00,21258393
0167    0022,1,1,C,Brick/Concr,60,Excellent,BR,Brick,20,,1900/01/01 00:00:00+00,0,U,1972,,1992,1,5488,89,6105,2023/10/10 05:16:33+00,21258394
0151    0152,1,1,C,Brick/Concr,50,Very Good,BR,Brick,12,,2003/07/30 00:00:00+00,0,U,1925,,1982,1,1973,42,1320,2023/10/10 05:16:33+00,21258395
0151    0153,1,1,C,Brick/Concr,35,Average +,BR,Brick,10,,2003/07/30 00:00:00+00,0,U,1907,,1982,1,2502,42,1320,2023/10/10 05:16:33+00,21258396
0151    0196,1,1,C,Brick/Concr,60,Excellent,BR,Brick,9,6,2014/01/06 00:00:00+00,2197034,Q,1905,2014,1990,1,5597,21,1600,2023/10/10 05:16:33+00,21258397
0151    0240,1,1,C,Brick/Concr,55,Very Good +,BR,Brick,9,3,2016/08/04 00:00:00+00,1600000,Q,1905,1983,1990,3,2597,49,1700,2023/10/10 05:16:33+00,21258398
0151    0241,1,1,C,Brick/Concr,55,Very Good +,BR,Brick,9,,2019/08/28 00:00:00+00,1865000,U,1905,1983,1995,3,3597,49,1700,2023/10/10 05:16:33+00,21258399
0151    0243,1,1,C,Brick/Concr,50,Very Good,BR,Brick,9,,2015/07/20 00:00:00+00,2550000,Q,1905,1979,1995,3,5180,42,1700,2023/10/10 05:16:33+00,21258400
0151    0244,1,1,C,Brick/Concr,50,Very Good,0,Typical,9,12,1978/01/31 00:00:00+00,0,U,1910,1979,1990,1,13750,29,3520,2023/10/10 05:16:33+00,21258401
0151    0249,1,1,C,Brick/Concr,50,Very Good,BR,Brick,9,10,2017/06/05 00:00:00+00,5649390,U,1906,,1977,3,9723,21,4250,2023/10/10 05:16:33+00,21258402
0151    0250,1,1,C,Brick/Concr,50,Very Good,BR,Brick,9,10,2017/06/05 00:00:00+00,5649390,U,1906,,1977,3,9612,21,4250,2023/10/10 05:16:33+00,21258403
0151    0251,1,1,C,Brick/Concr,40,Good,BR,Brick,12,,1900/01/01 00:00:00+00,,U,1907,1982,1975,1,2181,41,1119,2023/10/10 05:16:33+00,21258404
0151    0252,1,1,C,Brick/Concr,30,Average,BR,Brick,12,1,2022/03/03 00:00:00+00,985000,U,1907,,1980,7,1357,41,1155,2023/10/10 05:16:33+00,21258405
0151    0253,1,1,C,Brick/Concr,50,Very Good,BR,Brick,12,,1994/08/19 00:00:00+00,0,U,1907,,1975,1,1365,41,1342,2023/10/10 05:16:33+00,21258406
0151    0254,1,1,C,Brick/Concr,30,Average,BR,Brick,12,1,2021/06/21 00:00:00+00,813500,Q,1907,,1980,3,946,45,1529,2023/10/10 05:16:33+00,21258407
0151    0255,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,1900/01/01 00:00:00+00,,U,1907,,1975,1,2340,41,1684,2023/10/10 05:16:33+00,21258408
0151    0257,1,1,C,Brick/Concr,40,Good,BR,Brick,9,22,1900/01/01 00:00:00+00,,U,1910,2021,1995,1,14328,21,4800,2023/10/10 05:16:33+00,21258409
0151    0259,1,1,C,Brick/Concr,40,Good,BR,Brick,9,6,1999/09/03 00:00:00+00,0,U,1915,,1970,1,10488,21,4000,2023/10/10 05:16:33+00,21258410
0151    0260,1,1,0,No Data,30,Average,BR,Brick,8,6,1900/01/01 00:00:00+00,,U,1916,,1916,1,11320,26,4000,2023/10/10 05:16:33+00,21258411
0151    0262,1,1,C,Brick/Concr,55,Very Good +,BR,Brick,12,,2011/09/19 00:00:00+00,0,U,1905,,1995,1,4339,42,904,2023/10/10 05:16:33+00,21258412
0151    0272,1,1,C,Brick/Concr,35,Average +,BR,Brick,8,1,2002/03/01 00:00:00+00,826000,Q,1917,1988,2000,1,4018,42,1600,2023/10/10 05:16:33+00,21258413
0151    0800,1,1,C,Brick/Concr,50,Very Good,BR,Brick,12,5,2007/06/27 00:00:00+00,0,U,1900,1977,1990,1,3910,29,1600,2023/10/10 05:16:33+00,21258414
0151    0806,1,1,C,Brick/Concr,50,Very Good,BR,Brick,9,13,1996/06/03 00:00:00+00,0,U,1911,2016,1980,1,12576,21,4000,2023/10/10 05:16:33+00,21258415
0151    0814,1,1,C,Brick/Concr,50,Very Good,BR,Brick,8,1,2011/09/19 00:00:00+00,0,U,1900,1985,1980,1,3971,1,1296,2023/10/10 05:16:33+00,21258416
0151    0815,1,1,C,Brick/Concr,50,Very Good,BR,Brick,12,1,2011/09/19 00:00:00+00,0,U,1904,,1900,1,733,41,1000,2023/10/10 05:16:33+00,21258417
0151    2041,1,1,C,Brick/Concr,40,Good,BR,Brick,9,1,1992/12/08 00:00:00+00,57000,U,1910,2011,1962,1,710,48,303,2023/10/10 05:16:33+00,21258418
0151    2054,1,1,B,Reinf Concr,40,Good,BR,Brick,9,1,1900/01/01 00:00:00+00,,U,1910,1980,1980,1,380,48,39,2023/10/10 05:16:33+00,21258419
0151    2055,1,1,B,Reinf Concr,40,Good,,,,1,1900/01/01 00:00:00+00,,U,1910,1980,1980,1,496,58,218,2023/10/10 05:16:33+00,21258420
0152    0070,1,1,C,Brick/Concr,45,Good +,BR,Brick,10,8,2019/05/03 00:00:00+00,1900000,U,1912,2022,1996,4,6152,21,2150,2023/10/10 05:16:33+00,21258421
0152    0074,1,1,C,Brick/Concr,50,Very Good,BR,Brick,9,7,2020/07/23 00:00:00+00,2100000,Q,1905,1964,1977,3,4956,28,2150,2023/10/10 05:16:33+00,21258422
0152    0079,1,1,C,Brick/Concr,35,Average +,BR,Brick,8,1,1900/01/01 00:00:00+00,,U,1908,,1990,1,6230,85,4574,2023/10/10 05:16:33+00,21258423
0152    0094,1,1,C,Brick/Concr,50,Very Good,BR,Brick,9,5,2013/11/22 00:00:00+00,1400000,Q,1941,2014,1990,1,3486,21,1650,2023/10/10 05:16:33+00,21258424
0152    0116,1,1,C,Brick/Concr,50,Very Good,BR,Brick,9,,2021/03/05 00:00:00+00,0,U,1890,,1995,2,2688,42,1485,2023/10/10 05:16:33+00,21258425
0152    0119,1,1,C,Brick/Concr,35,Average +,BR,Brick,10,,2004/06/28 00:00:00+00,0,U,1890,1981,1980,1,2433,49,1418,2023/10/10 05:16:33+00,21258426
0152    0175,1,1,C,Brick/Concr,50,Very Good,BR,Brick,9,6,2014/02/07 00:00:00+00,3291750,U,1910,1987,1970,1,7826,39,5405,2023/10/10 05:16:33+00,21258427
0152    0176,1,1,C,Brick/Concr,50,Very Good,BR,Brick,9,,1900/01/01 00:00:00+00,,U,1910,1982,1992,1,4525,42,1725,2023/10/10 05:16:33+00,21258428
0152    0187,1,1,C,Brick/Concr,60,Excellent,BR,Brick,12,,2017/01/18 00:00:00+00,4501000,Q,1940,1986,2000,3,8968,42,3510,2023/10/10 05:16:33+00,21258429
0152    0192,1,1,C,Brick/Concr,40,Good,BR,Brick,12,,2017/01/13 00:00:00+00,2999000,Q,1890,2007,2000,3,9947,42,3729,2023/10/10 05:16:33+00,21258430
0152    0194,1,1,C,Brick/Concr,45,Good +,BR,Brick,10,,1900/01/01 00:00:00+00,,U,1950,1986,1987,1,5113,49,1921,2023/10/10 05:16:33+00,21258431
0152    0198,1,1,C,Brick/Concr,50,Very Good,BR,Brick,10,,2022/04/22 00:00:00+00,2700000,Q,1910,1991,1985,2,1602,49,2835,2023/10/10 05:16:33+00,21258432
0152    0198,2,1,0,No Data,50,Very Good,BR,Brick,12,0,2022/04/22 00:00:00+00,2700000,Q,1892,1991,1985,2,2433,49,2835,2023/10/10 05:16:33+00,21258433
0152    0200,1,1,C,Brick/Concr,50,Very Good,BR,Brick,8,0,2000/12/06 00:00:00+00,2165339,U,0,,1995,1,4060,67,8239,2023/10/10 05:16:33+00,21258434
0152    0203,1,1,C,Brick/Concr,60,Excellent,BR,Brick,9,24,2020/01/14 00:00:00+00,8400000,Q,1916,2009,1973,3,19320,21,5787,2023/10/10 05:16:33+00,21258435
0152    0853,1,1,C,Brick/Concr,40,Good,BR,Brick,9,12,1900/01/01 00:00:00+00,,U,1916,,1985,1,8904,21,4095,2023/10/10 05:16:33+00,21258436
0152    2225,1,1,D,Wood/Frame,50,Very Good,BR,Brick,8,1,2013/04/25 00:00:00+00,2200000,U,1910,1982,1980,1,505,216,233,2023/10/10 05:16:33+00,21258437
0152    2226,1,1,D,Wood/Frame,50,Very Good,BR,Brick,8,1,2013/04/25 00:00:00+00,2200000,U,1910,1982,1980,1,348,216,177,2023/10/10 05:16:33+00,21258438
0152    2227,1,1,D,Wood/Frame,50,Very Good,BR,Brick,8,1,2013/04/25 00:00:00+00,2200000,U,1910,1982,1980,1,528,216,247,2023/10/10 05:16:33+00,21258439
0152    2228,1,1,D,Wood/Frame,50,Very Good,BR,Brick,8,1,2013/04/25 00:00:00+00,2200000,U,1910,1982,1980,1,493,216,247,2023/10/10 05:16:33+00,21258440
0152    2229,1,1,D,Wood/Frame,50,Very Good,BR,Brick,8,1,2013/04/25 00:00:00+00,2200000,U,1910,1982,1980,1,533,216,247,2023/10/10 05:16:33+00,21258441
0152    2230,1,1,D,Wood/Frame,50,Very Good,BR,Brick,8,1,2013/04/25 00:00:00+00,2200000,U,1910,1982,1980,1,516,216,355,2023/10/10 05:16:33+00,21258442
0152    2231,1,1,D,Wood/Frame,50,Very Good,BR,Brick,8,1,2013/04/25 00:00:00+00,2200000,U,1910,1982,1980,1,550,216,247,2023/10/10 05:16:33+00,21258443
0152    2279,1,1,C,Brick/Concr,40,Good,BR,Brick,10,1,2023/09/13 00:00:00+00,399999,Q,1920,1998,1990,6,272,48,142,2023/10/10 05:16:33+00,21258444
0153    0019,1,1,C,Brick/Concr,50,Very Good,BR,Brick,9,6,2023/02/01 00:00:00+00,2600000,Q,1910,,1970,3,7875,29,2375,2023/10/10 05:16:33+00,21258445
0153    0070,1,1,C,Brick/Concr,35,Average +,BR,Brick,8,0,1900/01/01 00:00:00+00,,U,1900,,1975,1,7584,85,2325,2023/10/10 05:16:33+00,21258446
0153    0074,1,1,C,Brick/Concr,55,Very Good +,BR,Brick,9,,1998/11/04 00:00:00+00,0,U,1914,,1995,1,10515,51,3000,2023/10/10 05:16:33+00,21258447
0153    0129,1,1,7,3 Story,60,Excellent,BR,Brick,14,5,2020/04/13 00:00:00+00,3900000,U,1912,2020,2001,3,4080,25,1594,2023/10/10 05:16:33+00,21258448
0153    0134,1,1,C,Brick/Concr,40,Good,BR,Brick,8,,1900/01/01 00:00:00+00,0,U,1913,2017,1990,1,12686,38,6000,2023/10/10 05:16:33+00,21258449
0153    0139,1,1,C,Brick/Concr,60,Excellent,BR,Brick,10,,2017/11/08 00:00:00+00,16436000,Q,1911,1986,1992,2,23683,59,9309,2023/10/10 05:16:33+00,21258450
0153    0141,1,1,0,No Data,50,Very Good,0,Typical,8,,1900/01/01 00:00:00+00,,U,0,,1979,1,0,81,6831,2023/10/10 05:16:33+00,21258451
0153    0803,1,1,C,Brick/Concr,60,Excellent,BR,Brick,10,,2000/12/13 00:00:00+00,4200000,Q,1894,1985,2000,1,13953,85,5977,2023/10/10 05:16:33+00,21258452
0153    0804,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,1900/01/01 00:00:00+00,,U,1910,1983,1990,1,10720,85,2985,2023/10/10 05:16:33+00,21258453
0153    0805,1,1,C,Brick/Concr,40,Good,BR,Brick,9,11,1900/01/01 00:00:00+00,,U,1895,2014,1985,1,5404,21,3173,2023/10/10 05:16:33+00,21258454
0153    0816,1,1,C,Brick/Concr,45,Good +,BR,Brick,9,8,1900/01/01 00:00:00+00,0,U,1900,2015,1980,1,6204,28,1940,2023/10/10 05:16:33+00,21258455
0153S   0800,1,1,C,Brick/Concr,50,Very Good,BR,Brick,8,0,2001/01/01 00:00:00+00,0,U,1909,1990,1980,1,50298,89,11978,2023/10/10 05:16:33+00,21258456
0154    0021,1,1,C,Brick/Concr,50,Very Good,BR,Brick,8,1,1900/01/01 00:00:00+00,,U,1908,1975,1990,1,7879,85,1979,2023/10/10 05:16:33+00,21258457
0154    0026,1,1,0,No Data,40,Good,S,Stone,12,0,2015/10/05 00:00:00+00,2413000,U,1912,,1990,3,6964,42,2529,2023/10/10 05:16:33+00,21258458
0154    0040,1,1,C,Brick/Concr,30,Average,BR,Brick,9,65,1998/03/05 00:00:00+00,0,U,1945,2020,1985,2,36380,22,11475,2023/10/10 05:16:33+00,21258459
0154    0048,1,1,B,Reinf Concr,50,Very Good,BR,Brick,14,0,1900/01/01 00:00:00+00,,U,1895,1975,1972,1,6678,38,9106,2023/10/10 05:16:33+00,21258460
0154    0048,2,1,0,No Data,0,Default,BR,Brick,15,0,1900/01/01 00:00:00+00,,U,1908,1990,1875,1,9954,38,9106,2023/10/10 05:16:33+00,21258461
0154    0048,3,1,0,No Data,0,Default,BR,Brick,12,0,1900/01/01 00:00:00+00,,U,1911,1990,1875,1,7467,38,9106,2023/10/10 05:16:33+00,21258462
0154    0813,1,1,C,Brick/Concr,50,Very Good,BR,Brick,8,1,1900/01/01 00:00:00+00,,U,1928,,1980,1,8136,38,2520,2023/10/10 05:16:33+00,21258463
0154    0821,1,1,C,Brick/Concr,45,Good +,BR,Brick,9,6,1996/03/21 00:00:00+00,0,U,1895,,1953,1,8137,28,2643,2023/10/10 05:16:33+00,21258464
0154    0823,1,1,C,Brick/Concr,50,Very Good,BR,Brick,9,18,2016/03/04 00:00:00+00,0,U,1911,2016,1970,2,15508,21,5563,2023/10/10 05:16:33+00,21258465
0154    0829,1,1,C,Brick/Concr,30,Average,BR,Brick,10,176,2018/12/10 00:00:00+00,59372900,U,1940,,1940,3,102498,32,21328,2023/10/10 05:16:33+00,21258466
0154    2091,1,1,B,Reinf Concr,50,Very Good,BR,Brick,8,1,2017/07/24 00:00:00+00,0,U,1981,,1981,2,772,58,244,2023/10/10 05:16:33+00,21258467
0154    2092,1,1,B,Reinf Concr,50,Very Good,BR,Brick,8,1,1900/01/01 00:00:00+00,,U,1981,,1981,1,695,58,218,2023/10/10 05:16:33+00,21258468
0154    2184,1,1,C,Brick/Concr,50,Very Good,BR,Brick,8,1,2002/02/25 00:00:00+00,0,U,1981,,1985,1,2200,58,620,2023/10/10 05:16:33+00,21258469
0154    2185,1,1,B,Reinf Concr,50,Very Good,BR,Brick,8,0,2023/01/09 00:00:00+00,980000,Q,1981,,1981,2,0,58,413,2023/10/10 05:16:33+00,21258470
0154    2186,1,1,B,Reinf Concr,50,Very Good,BR,Brick,8,0,2000/03/16 00:00:00+00,0,U,1981,,1981,1,0,58,556,2023/10/10 05:16:33+00,21258471
0155    0089,1,1,B,Reinf Concr,40,Good,C,Concrete,12,,1900/01/01 00:00:00+00,,U,1893,,1985,1,6284,42,2188,2023/10/10 05:16:33+00,21258472
0155    0144,1,1,C,Brick/Concr,35,Average +,BR,Brick,9,,1900/01/01 00:00:00+00,0,U,1888,1993,1993,1,6291,42,2750,2023/10/10 05:16:33+00,21258473
0155    0145,1,1,C,Brick/Concr,30,Average,BR,Brick,9,4,2023/05/17 00:00:00+00,4055000,U,1885,2006,2000,5,7409,51,2750,2023/10/10 05:16:33+00,21258474
0155    0148,1,1,C,Brick/Concr,50,Very Good,BR,Brick,8,0,1900/01/01 00:00:00+00,,U,1913,,1980,1,14674,85,2681,2023/10/10 05:16:33+00,21258475
0155    0175,1,1,C,Brick/Concr,60,Excellent,BR,Brick,12,,2004/10/29 00:00:00+00,1428355,Q,1885,1987,2000,1,3285,42,1095,2023/10/10 05:16:33+00,21258476
0155    0195,1,1,C,Brick/Concr,40,Good,BR,Brick,9,5,2019/12/19 00:00:00+00,1800000,U,1885,2020,2003,4,4770,25,2000,2023/10/10 05:16:33+00,21258477
0155    0206,1,1,C,Brick/Concr,50,Very Good,C,Concrete,12,,2021/07/02 00:00:00+00,0,U,1885,,1970,2,4409,82,2000,2023/10/10 05:16:33+00,21258478
0155    0208,1,1,C,Brick/Concr,50,Very Good,BR,Brick,9,7,2006/10/23 00:00:00+00,1100000,Q,1885,2007,1985,1,3740,28,1453,2023/10/10 05:16:33+00,21258479
0155    0225,1,1,C,Brick/Concr,40,Good,BR,Brick,12,2,2011/05/24 00:00:00+00,267282,U,1885,2015,1990,1,2987,42,1299,2023/10/10 05:16:33+00,21258480
0155    0231,1,1,C,Brick/Concr,25,Fair +,BR,Brick,18,2,1900/01/01 00:00:00+00,,U,1966,1986,1975,1,18292,47,13729,2023/10/10 05:16:33+00,21258481
0155    0246,1,1,C,Brick/Concr,60,Excellent,BR,Brick,10,,1999/04/01 00:00:00+00,0,U,1911,,1989,1,18499,51,5975,2023/10/10 05:16:33+00,21258482
0155    0247,1,1,C,Brick/Concr,40,Good,BR,Brick,8,0,1900/01/01 00:00:00+00,,U,1885,,1985,1,9192,85,4284,2023/10/10 05:16:33+00,21258483
0155    0250,1,1,C,Brick/Concr,40,Good,BR,Brick,12,3,2016/02/26 00:00:00+00,0,U,1885,2007,1985,3,5530,42,2709,2023/10/10 05:16:33+00,21258484
0155    0251,1,1,C,Brick/Concr,60,Excellent,BR,Brick,8,1,2003/07/14 00:00:00+00,0,U,1885,,1990,1,19778,51,5307,2023/10/10 05:16:33+00,21258485
0155    0251,2,1,C,Brick/Concr,55,Very Good +,BR,Brick,12,1,2003/07/14 00:00:00+00,0,U,1885,,1934,1,0,51,5307,2023/10/10 05:16:33+00,21258486
0155    0252,1,1,C,Brick/Concr,60,Excellent,BR,Brick,10,4,2016/01/12 00:00:00+00,4000000,Q,1885,1995,1990,2,7409,42,2209,2023/10/10 05:16:33+00,21258487
0155    0800,1,1,C,Brick/Concr,45,Good +,BR,Brick,8,1,1900/01/01 00:00:00+00,,U,1885,1992,1992,1,4645,42,1217,2023/10/10 05:16:33+00,21258488
0155    0801,1,1,C,Brick/Concr,40,Good,BR,Brick,12,,2018/06/13 00:00:00+00,0,U,1885,1983,1990,4,2505,45,1001,2023/10/10 05:16:33+00,21258489
0155    0821,1,1,C,Brick/Concr,45,Good +,BR,Brick,8,1,1900/01/01 00:00:00+00,,U,1922,,2000,1,18579,83,20628,2023/10/10 05:16:33+00,21258490
0155    0825,1,1,C,Brick/Concr,35,Average +,BR,Brick,12,,2003/07/30 00:00:00+00,0,U,1890,,1985,1,5043,42,1712,2023/10/10 05:16:33+00,21258491
0155    0826,1,1,C,Brick/Concr,40,Good,BR,Brick,9,,2004/10/29 00:00:00+00,1107808,Q,1885,1979,1990,1,2930,42,893,2023/10/10 05:16:33+00,21258492
0155    0827,1,1,C,Brick/Concr,35,Average +,BR,Brick,9,,2000/05/01 00:00:00+00,0,U,1885,1979,1980,1,2740,42,887,2023/10/10 05:16:33+00,21258493
0155    0837,1,1,C,Brick/Concr,50,Very Good,BR,Brick,9,45,2008/09/26 00:00:00+00,3170933,U,1922,,1934,1,36793,22,6545,2023/10/10 05:16:33+00,21258494
0155    2287,1,1,B,Reinf Concr,50,Very Good,BR,Brick,8,0,2021/03/24 00:00:00+00,875000,U,1962,1978,1962,4,1752,58,296,2023/10/10 05:16:33+00,21258495
0155    2288,1,1,B,Reinf Concr,50,Very Good,BR,Brick,8,0,2015/06/26 00:00:00+00,679000,U,1962,1978,1962,3,2997,58,513,2023/10/10 05:16:33+00,21258496
0155    2289,1,1,B,Reinf Concr,50,Very Good,BR,Brick,8,0,1900/01/01 00:00:00+00,,U,1962,1978,1962,1,1227,58,206,2023/10/10 05:16:33+00,21258497
0155    2290,1,1,0,No Data,0,Default,0,Typical,,1,2021/10/18 00:00:00+00,0,U,1962,1978,1962,3,1527,58,262,2023/10/10 05:16:33+00,21258498
0155    2363,1,1,C,Brick/Concr,50,Very Good,BR,Brick,12,12,2005/02/02 00:00:00+00,3525000,U,2004,,2006,1,4045,58,1050,2023/10/10 05:16:33+00,21258499
0155    2364,1,1,C,Brick/Concr,50,Very Good,BR,Brick,12,12,2005/02/02 00:00:00+00,3525000,U,2004,,2006,1,4722,58,1226,2023/10/10 05:16:33+00,21258500
0155    2365,1,1,C,Brick/Concr,60,Excellent,,,,1,2016/12/05 00:00:00+00,2605000,U,2004,,2008,3,4700,58,1233,2023/10/10 05:16:33+00,21258501
0155    2366,1,1,A,Struct Steel,40,Good,,,10,,2019/11/27 00:00:00+00,465000,Q,2004,,2008,3,867,58,225,2023/10/10 05:16:33+00,21258502
0155    2381,1,1,C,Brick/Concr,55,Very Good +,,,,12,2005/02/08 00:00:00+00,0,U,2005,,2007,1,2025,58,258,2023/10/10 05:16:33+00,21258503
0155    2382,1,1,,,,,,,,,2022/04/21 00:00:00+00,1280000,U,2005,,2005,2,0,58,631,2023/10/10 05:16:33+00,21258504
0156    0034,1,1,0,No Data,30,Average,BR,Brick,8,52,1900/01/01 00:00:00+00,,U,1916,,1916,1,53765,26,16125,2023/10/10 05:16:33+00,21258505
0156    0055,1,1,,,,,,,,,1900/01/01 00:00:00+00,,U,1908,1980,1875,1,5808,26,2292,2023/10/10 05:16:33+00,21258506
0156    0234,1,1,C,Brick/Concr,50,Very Good,BR,Brick,9,6,2021/07/14 00:00:00+00,0,U,1910,,1955,5,3440,28,1910,2023/10/10 05:16:33+00,21258507
0156    0330,1,1,C,Brick/Concr,50,Very Good,BR,Brick,9,6,2023/03/30 00:00:00+00,0,U,1900,,1975,2,4361,28,1910,2023/10/10 05:16:33+00,21258508
0156    0351,1,1,0,No Data,30,Average,BR,Brick,8,110,1900/01/01 00:00:00+00,,U,1917,1964,1917,1,85251,27,19334,2023/10/10 05:16:33+00,21258509
0156    0353,1,1,C,Brick/Concr,40,Good,BR,Brick,9,25,2019/02/13 00:00:00+00,0,U,1921,,1985,2,13500,21,4584,2023/10/10 05:16:33+00,21258510
0156    0358,1,1,C,Brick/Concr,55,Very Good +,BR,Brick,10,,2021/06/10 00:00:00+00,13260000,Q,1905,1992,2005,2,19223,42,10854,2023/10/10 05:16:33+00,21258511
0156    0812,1,1,C,Brick/Concr,50,Very Good,BR,Brick,8,0,1900/01/01 00:00:00+00,,U,1885,,1983,1,6000,85,2661,2023/10/10 05:16:33+00,21258512
0156    0817,1,1,C,Brick/Concr,55,Very Good +,BR,Brick,9,,2006/09/22 00:00:00+00,0,U,1890,1986,1985,1,9499,42,2256,2023/10/10 05:16:33+00,21258513
0156    0845,1,1,C,Brick/Concr,50,Very Good,BR,Brick,9,,2015/03/31 00:00:00+00,2800000,Q,1900,,1990,4,5084,42,2185,2023/10/10 05:16:33+00,21258514
0156    0847,1,1,C,Brick/Concr,50,Very Good,BR,Brick,22,1,2013/06/25 00:00:00+00,1900000,Q,1900,,1980,1,3564,66,5112,2023/10/10 05:16:33+00,21258515
0156    0856,1,1,A,Struct Steel,60,Excellent,BR,Brick,20,51,2019/07/03 00:00:00+00,31890000,Q,1893,2018,2018,3,27019,22,10387,2023/10/10 05:16:33+00,21258516
0156    0857,1,1,A,Struct Steel,45,Good +,0,Typical,,,1900/01/01 00:00:00+00,0,U,2020,,2021,1,24595,81,5225,2023/10/10 05:16:33+00,21258517
0156    2330,1,1,C,Brick/Concr,50,Very Good,BR,Brick,8,1,1900/01/01 00:00:00+00,,U,1917,,1979,1,916,216,147,2023/10/10 05:16:33+00,21258518
0156    2331,1,1,C,Brick/Concr,50,Very Good,BR,Brick,8,1,1900/01/01 00:00:00+00,,U,1917,,1979,1,804,216,147,2023/10/10 05:16:33+00,21258519
0156    2332,1,1,C,Brick/Concr,50,Very Good,BR,Brick,8,1,1900/01/01 00:00:00+00,,U,1917,,1979,1,532,216,115,2023/10/10 05:16:33+00,21258520
0156    2333,1,1,C,Brick/Concr,50,Very Good,BR,Brick,8,1,1900/01/01 00:00:00+00,,U,1917,,1979,1,578,216,115,2023/10/10 05:16:33+00,21258521
0156    2334,1,1,C,Brick/Concr,50,Very Good,BR,Brick,8,1,1900/01/01 00:00:00+00,,U,1917,,1979,1,578,216,115,2023/10/10 05:16:33+00,21258522
0156    2335,1,1,C,Brick/Concr,50,Very Good,BR,Brick,8,1,1900/01/01 00:00:00+00,,U,1917,,1979,1,564,216,115,2023/10/10 05:16:33+00,21258523
0156    2336,1,1,C,Brick/Concr,50,Very Good,BR,Brick,8,1,1900/01/01 00:00:00+00,,U,1917,,1979,1,604,216,115,2023/10/10 05:16:33+00,21258524
